League,Player,Team,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS
2021-2022 NBA NBA Summer League Stats,MaCio Teague,UTA,1,0,0,0,0,0,0,17,0,.257,3.4,0.4,0.2,3,2,.600,0.4,0.1,0.5
2021-2022 NBA NBA Summer League Stats,Justin Champagnie,TOR,1,0,0,0,0,0,0,11,0,.099,1.0,2.7,0.2,4,1,.800,0.1,0.3,0.4
2021-2022 NBA NBA Summer League Stats,Dalano Banton,TOR,1,0,0,0,0,0,0,10,0,.185,0.9,0.7,0.3,4,1,.800,-0.4,0.4,0.1
2021-2022 NBA NBA Summer League Stats,KZ Okpala,MIA,1,0,0,0,0,0,0,16,0,.148,1.1,0.2,0.2,2,3,.400,0.0,0.1,0.0
2021-2022 NBA NBA Summer League Stats,Jarell Martin,UTA,1,0,0,0,0,0,0,23,0,.110,0.8,0.8,0.4,2,2,.500,0.2,0.1,0.3
2021-2022 NBA NBA Summer League Stats,Jalen Adams,TOR,1,0,0,0,0,0,0,14,0,.142,1.0,0.4,0.0,4,1,.800,0.0,0.2,0.2
2021-2022 NBA NBA Summer League Stats,Micah Potter,MIA,1,0,0,0,0,0,1,15,0,.129,0.7,0.4,0.0,2,2,.500,0.0,0.1,0.2
2021-2022 NBA NBA Summer League Stats,John Konchar,MEM,1,0,0,0,0,0,0,12,0,.254,1.4,0.1,0.3,1,1,.500,0.0,0.1,0.1
2021-2022 NBA NBA Summer League Stats,Sharife Cooper,ATL,1,0,0,0,0,0,0,21,0,.394,1.5,0.1,0.1,1,3,.250,0.0,-0.2,-0.2
2021-2022 NBA NBA Summer League Stats,C.J. Elleby,POR,1,0,0,0,0,0,0,13,1,.140,0.8,0.5,0.3,2,3,.400,-0.3,0.1,-0.2
2021-2022 NBA NBA Summer League Stats,Santi Aldama,MEM,1,0,0,0,0,0,0,13,0,.122,2.0,0.0,0.2,2,2,.500,-0.3,0.1,-0.2
2022-2023 NBA NBA Summer League Stats,Tari Eason,HOU,4,0,0,0,0,0,0,22,0,.276,0.9,1.0,0.2,2,3,.400,0.4,0.3,0.6
2022-2023 NBA NBA Summer League Stats,Day'Ron Sharpe,BRK,3,0,0,0,0,0,0,20,0,.235,1.1,0.8,0.3,3,2,.600,0.4,0.2,0.6
2022-2023 NBA NBA Summer League Stats,Jericho Sims,NYK,3,0,0,0,0,0,0,16,0,.210,0.8,0.3,0.8,3,2,.600,0.5,0.2,0.7
2022-2023 NBA NBA Summer League Stats,Jabari Walker,POR,2,0,0,0,0,0,0,16,0,.201,1.8,1.3,0.4,4,1,.800,0.8,0.4,1.2
2022-2023 NBA NBA Summer League Stats,J.D. Davison,BOS,2,0,0,0,0,0,0,28,0,.374,2.7,0.4,0.3,3,2,.600,0.6,0.0,0.6
2022-2023 NBA NBA Summer League Stats,Mfiondu Kabengele,BOS,2,0,0,0,0,0,0,20,0,.228,1.0,0.3,0.4,3,2,.600,0.6,0.1,0.7
2022-2023 NBA NBA Summer League Stats,"Jabari Smith, Jr.",HOU,2,0,0,0,0,0,0,19,0,.230,0.8,0.7,0.2,2,3,.400,0.0,0.3,0.3
2022-2023 NBA NBA Summer League Stats,Marko Simonovic,CHI,2,0,0,0,0,0,0,27,0,.240,0.8,0.2,0.4,4,1,.800,0.5,0.1,0.6
2022-2023 NBA NBA Summer League Stats,Josh Minott,MIN,2,0,0,0,0,0,0,22,0,.218,0.6,0.6,0.3,2,3,.400,0.0,0.3,0.2
2022-2023 NBA NBA Summer League Stats,Orlando Robinson,MIA,2,0,0,0,0,0,0,13,0,.130,0.4,0.6,0.6,1,3,.250,0.3,0.2,0.5
2022-2023 NBA NBA Summer League Stats,Darius Days,SAS,2,0,0,0,0,0,0,17,0,.182,0.3,0.5,0.2,0,3,.000,0.4,0.0,0.5
2022-2023 NBA NBA Summer League Stats,Sandro Mamukelashvili,MIL,1,0,0,0,0,0,0,28,0,.255,0.9,0.5,0.5,3,2,.600,0.4,0.3,0.7
2022-2023 NBA NBA Summer League Stats,Tyrique Jones,NOP,1,0,0,0,0,0,0,11,0,.174,1.9,0.6,0.4,3,2,.600,0.6,0.2,0.8
2022-2023 NBA NBA Summer League Stats,Keegan Murray,SAC,1,0,0,0,0,0,0,29,0,.296,0.8,0.5,0.4,2,2,.500,0.7,0.1,0.8
2022-2023 NBA NBA Summer League Stats,A.J. Lawson,DAL,1,0,0,0,0,0,0,28,0,.227,0.6,0.4,0.3,0,5,.000,0.5,0.0,0.5
2022-2023 NBA NBA Summer League Stats,Trendon Watford,POR,1,0,0,0,0,0,0,19,2,.243,1.0,0.7,0.3,4,1,.800,0.1,0.5,0.6
2022-2023 NBA NBA Summer League Stats,"Kenny Lofton, Jr.",MEM,1,0,0,0,0,0,0,27,0,.231,0.6,0.1,0.3,2,3,.400,0.3,0.1,0.4
2022-2023 NBA NBA Summer League Stats,Neemias Queta,SAC,1,0,0,0,0,0,0,23,0,.200,0.7,0.2,0.7,2,2,.500,0.4,0.2,0.5
2022-2023 NBA NBA Summer League Stats,Isaiah Mobley,CLE,1,0,0,0,0,0,0,15,0,.208,3.0,0.4,0.3,3,2,.600,0.1,0.0,0.1
2022-2023 NBA NBA Summer League Stats,Moses Wright,DAL,1,0,0,0,0,0,0,26,0,.216,0.7,0.4,0.6,0,4,.000,0.4,0.1,0.5
2022-2023 NBA NBA Summer League Stats,Jeremiah Robinson-Earl,OKC,1,0,0,0,0,0,0,15,0,.194,2.5,0.5,0.2,2,1,.667,0.4,0.1,0.5
2022-2023 NBA NBA Summer League Stats,Mason Jones,LAL,1,0,0,0,0,0,0,15,0,.212,1.5,0.3,0.3,3,2,.600,0.2,0.1,0.3
2022-2023 NBA NBA Summer League Stats,Jaime Echenique,WAS,1,0,0,0,0,0,0,17,0,.123,0.5,0.3,0.8,3,2,.600,0.4,0.1,0.5
2022-2023 NBA NBA Summer League Stats,Louis King,PHX,1,0,0,0,0,0,0,20,1,.205,1.3,0.7,0.3,3,2,.600,0.2,0.3,0.4
2022-2023 NBA NBA Summer League Stats,Josh Carlton,SAS,1,0,0,0,0,0,0,11,0,.127,0.6,0.4,0.5,1,3,.250,0.3,0.1,0.3
2022-2023 NBA NBA Summer League Stats,Chet Holmgren,OKC,1,0,0,0,0,1,0,16,0,.213,0.7,0.7,0.3,2,1,.667,0.1,0.3,0.3
2022-2023 NBA NBA Summer League Stats,Emanuel Terry,ORL,1,0,0,0,0,0,0,10,0,.081,0.2,0.4,0.8,2,3,.400,0.2,0.1,0.3
2022-2023 NBA NBA Summer League Stats,Trevion Williams,BOS,1,0,0,0,0,0,0,11,0,.146,0.9,0.1,0.1,3,2,.600,0.1,0.0,0.1
2022-2023 NBA NBA Summer League Stats,Olivier Sarr,PHX,1,0,0,0,0,0,0,12,0,.117,1.0,0.0,0.7,2,1,.667,0.2,0.1,0.3
2022-2023 NBA NBA Summer League Stats,Kennedy Chandler,MEM,1,0,0,0,0,0,0,11,0,.254,1.9,0.6,0.2,2,3,.400,-0.3,0.1,-0.1
2022-2023 NBA NBA Summer League Stats,Jamal Cain,MIA,1,0,0,0,0,0,0,11,0,.087,0.0,1.2,0.9,1,3,.250,0.2,0.1,0.4
2022-2023 NBA NBA Summer League Stats,Malik Ellison,PHI,1,0,0,0,0,0,0,12,1,.163,1.3,0.5,0.1,1,3,.250,0.2,0.0,0.2
2022-2023 NBA NBA Summer League Stats,"Vernon Carey, Jr.",WAS,1,0,0,0,0,0,0,15,0,.133,0.3,0.3,0.5,1,2,.333,0.3,0.0,0.3
2022-2023 NBA NBA Summer League Stats,Tacko Fall,UTA,1,0,0,0,0,0,0,12,0,.170,0.2,0.0,0.8,1,1,.500,0.1,0.1,0.2
2022-2023 NBA NBA Summer League Stats,Nick Richards,CHA,1,0,0,0,0,0,0,15,0,.197,0.2,0.0,0.8,1,1,.500,0.1,0.1,0.2
2022-2023 NBA NBA Summer League Stats,Balsa Koprivica,DET,1,0,0,0,0,0,0,10,0,.084,0.4,0.2,0.0,2,2,.500,0.1,0.1,0.2
2022-2023 NBA NBA Summer League Stats,D.J. Funderburk,UTA,1,0,0,0,0,0,0,10,0,.085,0.5,1.5,1.2,1,1,.500,0.0,0.1,0.1
2022-2023 NBA NBA Summer League Stats,Abu Kigab,TOR,1,0,0,0,0,0,0,15,0,.169,1.3,0.3,0.2,1,1,.500,0.1,0.0,0.1
2022-2023 NBA NBA Summer League Stats,R.J. Hampton,ORL,1,0,0,0,0,0,0,13,0,.218,0.7,0.3,0.6,2,0,1.000,-0.1,0.1,0.1
2023-2024 NBA NBA Summer League Stats,Jabari Walker,POR,3,0,0,0,0,0,0,15,0,.208,1.1,0.6,0.1,3,2,.600,0.4,0.2,0.6
2023-2024 NBA NBA Summer League Stats,Isaiah Mobley,CLE,2,0,0,0,0,0,0,28,1,.305,1.9,0.4,0.6,6,0,1.000,0.7,0.4,1.1
2023-2024 NBA NBA Summer League Stats,Colin Castleton,LAL,2,0,0,0,0,0,0,21,1,.278,2.8,0.6,0.4,3,2,.600,0.5,0.2,0.7
2023-2024 NBA NBA Summer League Stats,Dyson Daniels,NOP,2,0,0,0,0,0,0,18,0,.363,2.3,0.6,0.5,3,2,.600,0.3,0.3,0.5
2023-2024 NBA NBA Summer League Stats,Micah Potter,UTA,2,0,0,0,0,0,0,20,0,.227,1.5,0.1,0.1,4,1,.800,0.3,0.1,0.4
2023-2024 NBA NBA Summer League Stats,Jason Preston,LAC,2,0,0,0,0,0,0,15,0,.278,3.8,0.4,0.2,3,2,.600,0.3,0.1,0.5
2023-2024 NBA NBA Summer League Stats,Leonard Miller,MIN,2,0,0,0,0,0,0,20,1,.226,0.6,0.5,0.2,1,4,.200,0.1,0.1,0.3
2023-2024 NBA NBA Summer League Stats,J.D. Davison,BOS,2,0,0,0,0,0,0,14,0,.320,1.6,0.3,0.3,2,3,.400,-0.1,0.1,0.1
2023-2024 NBA NBA Summer League Stats,Reggie Perry,GSW,2,0,0,0,0,0,0,20,1,.172,0.5,0.1,0.6,0,4,.000,0.2,0.1,0.3
2023-2024 NBA NBA Summer League Stats,Isaiah Jackson,IND,2,0,0,0,0,0,0,21,0,.230,0.5,0.5,0.2,2,0,1.000,0.3,0.2,0.5
2023-2024 NBA NBA Summer League Stats,James Wiseman,DET,2,0,0,0,0,0,0,17,1,.211,0.5,0.0,0.4,1,1,.500,0.1,0.0,0.2
2023-2024 NBA NBA Summer League Stats,Xavier Moon,LAC,1,0,0,0,0,0,0,26,0,.335,2.1,1.0,0.2,3,2,.600,0.7,0.3,1.0
2023-2024 NBA NBA Summer League Stats,Orlando Robinson,MIA,1,0,0,0,0,0,0,36,0,.409,1.5,0.6,0.4,3,1,.750,0.9,0.4,1.3
2023-2024 NBA NBA Summer League Stats,Hunter Tyson,DEN,1,0,0,0,0,0,0,31,0,.261,1.3,0.6,0.4,2,3,.400,0.9,0.1,1.0
2023-2024 NBA NBA Summer League Stats,Jalen Wilson,BRK,1,0,0,0,0,0,0,22,0,.226,2.2,0.8,0.7,3,2,.600,0.8,0.3,1.1
2023-2024 NBA NBA Summer League Stats,Cam Whitmore,HOU,1,0,0,0,0,1,0,26,1,.261,0.9,1.1,0.2,5,1,.833,0.1,0.2,0.4
2023-2024 NBA NBA Summer League Stats,Sam Merrill,CLE,1,0,0,0,0,0,0,27,0,.251,2.8,0.4,0.3,5,0,1.000,0.9,0.1,1.0
2023-2024 NBA NBA Summer League Stats,Trevor Hudgins,HOU,1,0,0,0,0,0,0,26,0,.315,4.3,0.4,0.1,5,1,.833,0.5,0.0,0.5
2023-2024 NBA NBA Summer League Stats,Nathaniel Hinton,HOU,1,0,0,0,0,1,0,27,0,.171,1.8,2.7,0.2,5,1,.833,0.5,0.2,0.7
2023-2024 NBA NBA Summer League Stats,Kobe Brown,LAC,1,0,0,0,0,0,0,35,0,.205,1.8,1.8,0.3,3,2,.600,0.4,0.3,0.7
2023-2024 NBA NBA Summer League Stats,Luke Travers,CLE,1,0,0,0,0,0,0,13,0,.148,1.2,0.5,0.1,6,0,1.000,0.2,0.3,0.5
2023-2024 NBA NBA Summer League Stats,Ausar Thompson,DET,1,0,0,0,0,0,0,18,1,.254,1.3,0.8,0.4,3,1,.750,0.1,0.4,0.5
2023-2024 NBA NBA Summer League Stats,Jermaine Samuels,HOU,1,0,0,0,0,0,0,19,0,.194,2.0,0.5,0.4,5,1,.833,0.4,0.1,0.5
2023-2024 NBA NBA Summer League Stats,Dominick Barlow,SAS,1,0,0,0,0,0,0,20,1,.322,1.6,0.2,0.3,2,2,.500,0.4,0.4,0.8
2023-2024 NBA NBA Summer League Stats,Moses Brown,TOR,1,0,0,0,0,0,0,14,0,.136,0.4,0.5,1.0,1,4,.200,0.4,0.2,0.6
2023-2024 NBA NBA Summer League Stats,Keyonte George,UTA,1,0,0,0,0,0,0,33,0,.368,2.7,0.6,0.3,3,0,1.000,0.5,0.1,0.6
2023-2024 NBA NBA Summer League Stats,Udoka Azubuike,BOS,1,0,0,0,0,0,0,14,0,.130,1.0,0.8,0.2,2,3,.400,0.3,0.1,0.4
2023-2024 NBA NBA Summer League Stats,"Kenny Lofton, Jr.",MEM,1,0,0,0,0,0,0,24,2,.289,0.5,0.6,0.4,2,2,.500,0.1,0.3,0.4
2023-2024 NBA NBA Summer League Stats,Matthew Mayer,HOU,1,0,0,0,0,0,0,19,0,.137,0.6,0.4,0.3,3,1,.750,0.3,0.1,0.4
2023-2024 NBA NBA Summer League Stats,Olivier-Maxence Prosper,DAL,1,0,0,0,0,0,0,18,0,.140,1.0,0.7,0.7,4,1,.800,0.4,0.1,0.6
2023-2024 NBA NBA Summer League Stats,Dereck Lively II,DAL,1,0,0,0,0,0,0,11,0,.122,0.4,0.1,0.6,4,1,.800,0.3,0.1,0.4
2023-2024 NBA NBA Summer League Stats,Justin Champagnie,BOS,1,0,0,0,0,0,0,21,0,.231,1.0,0.1,0.1,1,3,.250,0.1,0.0,0.1
2023-2024 NBA NBA Summer League Stats,Toumani Camara,PHX,1,0,0,0,0,0,0,20,0,.228,0.7,0.3,0.6,2,2,.500,0.2,0.2,0.5
2023-2024 NBA NBA Summer League Stats,Chet Holmgren,OKC,1,0,0,0,0,0,1,25,0,.264,0.8,0.3,0.6,2,0,1.000,0.3,0.2,0.4
2023-2024 NBA NBA Summer League Stats,Tari Eason,HOU,1,0,0,0,0,0,0,26,1,.355,1.1,0.3,0.2,2,0,1.000,0.2,0.1,0.2
2023-2024 NBA NBA Summer League Stats,Brandon Miller,CHA,1,0,0,0,0,0,0,26,0,.296,2.3,1.3,0.3,0,3,.000,0.2,0.1,0.3
2023-2024 NBA NBA Summer League Stats,Gui Santos,GSW,1,0,0,0,0,0,0,25,0,.208,0.3,0.4,0.5,0,4,.000,0.2,0.0,0.2
2023-2024 NBA NBA Summer League Stats,"Robert Baker, Jr.",ORL,1,0,0,0,0,0,0,15,0,.153,0.8,0.4,0.2,0,5,.000,-0.1,0.1,0.1
2023-2024 NBA NBA Summer League Stats,Trayce Jackson-Davis,GSW,1,0,0,0,0,0,0,18,0,.243,0.8,0.8,0.3,0,2,.000,0.2,0.0,0.2
2023-2024 NBA NBA Summer League Stats,Brandin Podziemski,GSW,1,0,0,0,0,0,0,11,0,.285,1.4,0.2,0.3,0,5,.000,-0.5,0.0,-0.5
2023-2024 NBA NBA Summer League Stats,Nick Ongenda,UTA,1,0,0,0,0,0,0,12,0,.086,2.5,0.5,0.5,4,1,.800,0.3,0.0,0.4
2023-2024 NBA NBA Summer League Stats,Markquis Nowell,TOR,1,0,0,0,0,0,0,17,1,.358,1.6,0.2,0.2,1,3,.250,-0.2,0.1,-0.1
2023-2024 NBA NBA Summer League Stats,Victor Wembanyama,SAS,1,0,0,0,0,0,1,27,0,.255,0.5,0.2,0.6,1,1,.500,0.0,0.3,0.3
2023-2024 NBA NBA Summer League Stats,Xavier Cooks,WAS,1,0,0,0,0,0,0,16,0,.242,4.0,0.0,0.5,0,2,.000,0.2,0.1,0.3
2023-2024 NBA NBA Summer League Stats,Jalen Duren,DET,1,0,0,0,0,0,0,23,0,.239,0.3,0.0,0.6,1,1,.500,0.2,0.0,0.2
2023-2024 NBA NBA Summer League Stats,Moussa Diabate,LAC,1,0,0,0,0,0,0,11,0,.143,0.8,0.5,0.7,1,1,.500,-0.1,0.1,0.1
2023-2024 NBA NBA Summer League Stats,Charles Bediako,SAS,1,0,0,0,0,0,0,17,0,.077,0.2,0.4,0.4,3,2,.600,0.0,0.2,0.2
2023-2024 NBA NBA Summer League Stats,"Vincent Williams, Jr.",MEM,1,0,0,0,0,0,0,11,0,.156,1.3,1.3,0.2,2,0,1.000,0.0,0.2,0.3
2023-2024 NBA NBA Summer League Stats,Jaden Ivey,DET,1,0,0,0,0,1,0,22,0,.394,1.4,0.7,0.1,1,1,.500,0.0,0.1,0.1
2023-2024 NBA NBA Summer League Stats,Kamarion Williams,OKC,1,0,0,0,0,0,0,19,0,.119,0.3,0.3,0.2,0,3,.000,0.1,0.0,0.1
2023-2024 NBA NBA Summer League Stats,Neemias Queta,SAC,1,0,0,0,0,0,0,13,0,.170,0.8,0.5,0.3,1,1,.500,0.0,0.1,0.1
2004-2005 NBA Orlando Pro Summer League Stats,Dwight Howard,ORL,3,0,0,0,0,0,1,16,0,.161,0.4,0.1,0.6,3,2,.600,0.0,0.3,0.3
2004-2005 NBA Orlando Pro Summer League Stats,Al Jefferson,BOS,1,0,0,0,0,0,0,16,0,.220,0.2,0.6,0.4,2,3,.400,0.4,0.4,0.8
2004-2005 NBA Orlando Pro Summer League Stats,David Bailey,ORL,1,0,0,0,0,0,0,12,0,.245,1.5,0.2,0.7,3,2,.600,0.1,0.1,0.2
2006-2007 NBA Orlando Pro Summer League Stats,Marcus D. Williams,NJN,2,0,0,0,0,0,0,27,0,.458,2.0,0.3,0.4,2,3,.400,0.5,-0.1,0.5
2006-2007 NBA Orlando Pro Summer League Stats,Tyrus Thomas,CHI,2,0,0,0,0,0,0,22,1,.247,0.7,0.3,0.6,2,3,.400,0.2,0.1,0.3
2006-2007 NBA Orlando Pro Summer League Stats,Earl Barron,MIA,1,0,0,0,0,0,0,33,0,.298,0.3,0.1,0.8,2,3,.400,0.8,0.1,0.9
2006-2007 NBA Orlando Pro Summer League Stats,Josh Boone,NJN,1,0,0,0,0,0,1,17,0,.201,0.6,0.4,0.5,2,3,.400,0.2,0.0,0.2
2006-2007 NBA Orlando Pro Summer League Stats,Eric Williams,NJN,1,0,0,0,0,0,0,20,0,.146,0.1,0.3,0.5,2,3,.400,0.3,0.0,0.3
2007-2008 NBA Orlando Pro Summer League Stats,James Augustine,ORL,2,0,0,0,0,0,0,16,0,.281,2.2,0.5,0.2,3,2,.600,0.6,0.2,0.8
2007-2008 NBA Orlando Pro Summer League Stats,Josh Davis,NJN,2,0,0,0,0,0,0,19,0,.252,1.1,0.8,0.1,3,2,.600,0.5,0.3,0.8
2007-2008 NBA Orlando Pro Summer League Stats,Jared Dudley,CHA,1,0,0,0,0,0,0,17,0,.262,1.1,0.8,0.7,2,3,.400,0.7,0.2,0.9
2007-2008 NBA Orlando Pro Summer League Stats,Marcin Gortat,ORL,1,0,0,0,0,0,1,15,0,.230,0.8,0.1,0.4,3,2,.600,0.1,0.3,0.4
2007-2008 NBA Orlando Pro Summer League Stats,Hassan Adams,NJN,1,0,0,0,0,0,0,16,0,.197,0.5,0.3,0.7,3,2,.600,0.2,0.3,0.5
2007-2008 NBA Orlando Pro Summer League Stats,Aaron Gray,CHI,1,0,0,0,0,0,0,15,0,.158,0.5,0.5,0.6,2,3,.400,0.2,0.1,0.3
2007-2008 NBA Orlando Pro Summer League Stats,Shawne Williams,IND,1,0,0,0,0,0,0,19,0,.205,0.3,0.2,0.4,3,2,.600,0.0,0.2,0.2
2008-2009 NBA Orlando Pro Summer League Stats,Marcin Gortat,ORL,3,0,0,0,0,0,0,18,0,.227,0.0,0.4,0.1,2,3,.400,0.2,0.1,0.3
2008-2009 NBA Orlando Pro Summer League Stats,Kasib Powell,MIA,1,0,0,0,0,0,0,17,0,.240,1.0,0.8,0.3,3,2,.600,0.6,0.1,0.7
2008-2009 NBA Orlando Pro Summer League Stats,Aaron Gray,CHI,1,0,0,0,0,0,0,16,0,.131,0.2,0.0,1.0,2,3,.400,0.4,0.1,0.5
2008-2009 NBA Orlando Pro Summer League Stats,Tyrus Thomas,CHI,1,0,0,0,0,0,0,25,0,.229,0.2,0.3,0.6,2,1,.667,0.1,0.2,0.3
2008-2009 NBA Orlando Pro Summer League Stats,Joakim Noah,CHI,1,0,0,0,0,0,0,10,1,.107,0.4,0.3,1.2,2,3,.400,0.0,0.1,0.1
2009-2010 NBA Orlando Pro Summer League Stats,Roy Hibbert,IND,1,0,0,0,0,0,0,28,1,.310,0.4,0.4,0.5,5,0,1.000,0.7,0.5,1.2
2009-2010 NBA Orlando Pro Summer League Stats,Ryan Anderson,ORL,1,0,0,0,0,0,0,33,0,.311,0.9,0.5,0.3,2,3,.400,1.0,0.2,1.2
2009-2010 NBA Orlando Pro Summer League Stats,Kasib Powell,ORL,1,0,0,0,0,0,0,19,0,.256,2.7,1.3,0.2,2,2,.500,0.4,0.1,0.5
2009-2010 NBA Orlando Pro Summer League Stats,Marreese Speights,NJN,1,0,0,0,0,0,1,28,1,.242,0.3,0.3,0.2,0,5,.000,-0.1,0.0,-0.1
2009-2010 NBA Orlando Pro Summer League Stats,Richard Hendrix,ORL,1,0,0,0,0,0,0,17,0,.149,0.4,0.1,0.6,1,3,.250,0.3,0.1,0.4
2009-2010 NBA Orlando Pro Summer League Stats,Jeremy Richardson,ORL,1,0,0,0,0,0,0,18,0,.159,0.1,0.4,0.2,1,2,.333,-0.1,0.1,-0.1
2010-2011 NBA Orlando Pro Summer League Stats,Luke Harangody,BOS,1,0,0,0,0,0,0,23,0,.267,1.3,0.3,0.2,1,4,.200,0.6,0.0,0.6
2010-2011 NBA Orlando Pro Summer League Stats,Magnum Rolle,IND,1,0,0,0,0,0,0,19,0,.231,0.3,0.4,0.4,3,2,.600,0.3,0.3,0.7
2010-2011 NBA Orlando Pro Summer League Stats,Kosta Koufos,UTA,1,0,0,0,0,0,0,19,0,.191,0.5,0.1,0.7,2,2,.500,0.4,0.1,0.5
2010-2011 NBA Orlando Pro Summer League Stats,Paul George,IND,1,0,0,0,0,1,0,22,0,.246,0.4,0.5,0.5,3,2,.600,-0.2,0.5,0.2
2010-2011 NBA Orlando Pro Summer League Stats,Damion James,NJN,1,0,0,0,0,0,0,30,0,.263,0.7,0.5,0.6,2,2,.500,0.4,0.0,0.4
2010-2011 NBA Orlando Pro Summer League Stats,Connor Atchley,NJN,1,0,0,0,0,0,0,10,0,.141,0.0,0.0,0.1,3,2,.600,0.3,0.0,0.4
2010-2011 NBA Orlando Pro Summer League Stats,Stanley Robinson,ORL,1,0,0,0,0,0,0,13,0,.110,0.5,0.5,0.4,1,4,.200,0.1,0.1,0.2
2010-2011 NBA Orlando Pro Summer League Stats,Derrick Favors,NJN,1,0,0,0,0,0,0,23,0,.181,0.4,0.3,0.4,3,2,.600,0.0,0.1,0.1
2010-2011 NBA Orlando Pro Summer League Stats,Jeff Adrien,ORL,1,0,0,0,0,0,0,13,0,.079,0.2,0.2,1.9,1,3,.250,0.1,0.1,0.2
2010-2011 NBA Orlando Pro Summer League Stats,Marreese Speights,PHI,1,0,0,0,0,0,0,20,0,.210,0.3,0.6,0.2,2,1,.667,-0.1,0.2,0.1
2012-2013 NBA Orlando Pro Summer League Stats,Enes Freedom,UTA,2,0,0,0,0,0,0,15,0,.205,0.5,0.5,0.2,3,2,.600,0.1,0.3,0.4
2012-2013 NBA Orlando Pro Summer League Stats,Devin Searcy,PHI,2,0,0,0,0,0,0,12,0,.140,0.6,0.3,0.3,1,4,.200,0.2,0.3,0.5
2012-2013 NBA Orlando Pro Summer League Stats,Austin Daye,DET,1,0,0,0,0,0,1,24,0,.241,0.5,0.6,0.5,4,1,.800,0.6,0.4,1.0
2012-2013 NBA Orlando Pro Summer League Stats,Dionte Christmas,BOS,1,0,0,0,0,0,0,21,0,.297,3.3,1.3,0.2,4,1,.800,0.5,0.4,0.8
2012-2013 NBA Orlando Pro Summer League Stats,Jeff Foote,BRK,1,0,0,0,0,0,0,11,0,.132,2.5,0.5,0.3,1,4,.200,0.3,0.0,0.4
2012-2013 NBA Orlando Pro Summer League Stats,Latavious Williams,OKC,1,0,0,0,0,0,0,11,0,.131,0.5,1.0,0.1,3,1,.750,0.3,0.2,0.4
2012-2013 NBA Orlando Pro Summer League Stats,Brandon Knight,DET,1,0,0,0,0,0,0,19,1,.430,1.8,0.3,0.6,3,1,.750,0.0,0.2,0.2
2012-2013 NBA Orlando Pro Summer League Stats,Andrew Nicholson,ORL,1,0,0,0,0,0,0,24,0,.170,0.3,0.2,0.5,2,3,.400,0.2,0.2,0.4
2012-2013 NBA Orlando Pro Summer League Stats,Kris Joseph,BOS,1,0,0,0,0,0,0,17,0,.138,0.4,0.9,0.4,4,1,.800,0.0,0.3,0.3
2012-2013 NBA Orlando Pro Summer League Stats,Maalik Wayns,ORL,1,0,0,0,0,0,0,16,1,.333,1.5,0.6,0.5,1,2,.333,0.0,0.1,0.1
2012-2013 NBA Orlando Pro Summer League Stats,Justin Harper,ORL,1,0,0,0,0,0,0,18,0,.163,0.2,0.1,0.3,2,3,.400,-0.2,0.1,0.0
